id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type
38645971,41429779,24000,24000.0,24000.0,60 months,16.49,589.91,D,D3,10+ years,RENT,95000.0,Verified,2021-01,Current,n,debt_consolidation,17.71,0,1996-02,1,12,37,20631.63,20631.63,7056.93,7056.93,3368.37,3688.56,0.0,0.0,0.0,2022-01,589.91,2022-01,0.0,1,INDIVIDUAL
38645951,41429758,20000,20000.0,20000.0,36 months,12.39,668.02,C,C1,< 1 year,RENT,55000.0,Verified,2021-01,Fully Paid,n,credit_card,15.08,0,2007-01,1,20,23,0.0,0.0,21771.46,21771.46,20000.0,1771.46,0.0,0.0,0.0,2021-10,16441.07,2021-10,0.0,1,INDIVIDUAL
38645937,41429742,1325,1325.0,1325.0,36 months,17.14,47.34,D,D4,< 1 year,MORTGAGE,28000.0,Not Verified,2021-01,Charged Off,n,debt_consolidation,38.66,0,2001-11,0,18,28,0.0,0.0,282.78,282.78,176.69,106.09,0.0,0.0,0.0,2021-07,47.34,2022-01,0.0,1,INDIVIDUAL
38645841,41429645,1200,1200.0,1200.0,36 months,14.31,41.2,C,C4,3 years,RENT,37440.0,Verified,2021-01,Current,n,moving,23.59,0,2008-03,1,11,17,855.29,855.29,493.45,493.45,344.71,148.74,0.0,0.0,0.0,2022-01,41.2,2022-01,0.0,1,INDIVIDUAL
38645819,41429623,4800,4800.0,4800.0,36 months,12.99,161.71,C,C2,8 years,RENT,35000.0,Not Verified,2021-01,Current,n,debt_consolidation,18.93,0,2007-05,0,5,8,3525.25,3525.25,1794.38,1794.38,1274.75,519.63,0.0,0.0,0.0,2022-01,161.71,2022-01,0.0,1,INDIVIDUAL
38645787,41429591,8000,8000.0,8000.0,36 months,12.121996905879143,265.68,B,B5,10+ years,MORTGAGE,48000.0,Verified,2021-01,Current,n,debt_consolidation,38.45,0,2000-02,0,12,31,5594.38,5594.38,3232.83,3232.83,2405.62,827.21,0.0,0.0,0.0,2022-01,315.68,2022-01,0.0,1,INDIVIDUAL
38645753,41429556,3200,3200.0,3200.0,36 months,6.49,98.07,A,A2,10+ years,RENT,30000.0,Verified,2021-01,Current,n,debt_consolidation,21.76,0,1996-02,0,10,21,2201.49,2201.49,1175.69,1175.69,998.51,177.18,0.0,0.0,0.0,2022-01,98.07,2022-01,0.0,1,INDIVIDUAL
38645751,41429554,21000,21000.0,21000.0,36 months,9.49,440.94,B,B2,5 years,MORTGAGE,87000.0,Verified,2021-01,Current,n,credit_card,16.68,0,1999-06,0,4,15,17854.05,17854.05,4839.27,4839.27,3145.95,1693.32,0.0,0.0,0.0,2022-01,440.94,2022-01,0.0,1,INDIVIDUAL
38645724,41429527,4000,4000.0,4000.0,36 months,9.588367743159099,126.59,B,B1,10+ years,MORTGAGE,38000.0,Not Verified,2021-01,Current,n,debt_consolidation,11.97,3,1983-12,2,9,33,2780.0,2780.0,1517.15,1517.15,1220.0,297.15,0.0,0.0,0.0,2022-01,126.59,2022-01,1.0,1,INDIVIDUAL
38645713,41429516,8150,8150.0,8150.0,36 months,19.99,302.85,E,E3,10+ years,RENT,34000.0,Verified,2021-01,Charged Off,n,debt_consolidation,23.4,0,1990-04,0,8,13,0.0,0.0,1808.05,1808.05,1045.2,762.85,0.0,0.0,0.0,2021-07,302.85,2021-12,0.0,1,INDIVIDUAL
38645705,41429508,7000,7000.0,7000.0,36 months,12.99,235.83,C,C2,10+ years,MORTGAGE,74000.0,Verified,2021-01,Fully Paid,n,debt_consolidation,23.19,0,1974-09,1,20,49,0.0,0.0,7483.69,7483.69,7000.0,468.69,15.0,0.0,0.0,2021-07,6550.47,2021-07,0.0,1,INDIVIDUAL
38645682,41429484,15875,15875.0,15875.0,36 months,16.49,561.97,D,D3,10+ years,MORTGAGE,46750.0,Verified,2021-01,Fully Paid,n,debt_consolidation,29.63,0,2007-10,0,11,20,0.0,0.0,16417.22,16417.22,15875.0,542.22,0.0,0.0,0.0,2021-03,15869.79,2022-01,0.0,1,INDIVIDUAL
38645657,41429459,19200,19200.0,19200.0,36 months,11.44,632.6,B,B4,< 1 year,RENT,72000.0,Verified,2021-01,Current,n,debt_consolidation,24.96,0,1978-06,0,10,21,13513.24,13513.24,7605.71,7605.71,5686.76,1918.95,0.0,0.0,0.0,2022-01,659.31,2022-01,0.0,1,INDIVIDUAL
38645656,41429458,22000,22000.0,22000.0,36 months,7.49,684.24,A,A4,10+ years,MORTGAGE,86000.0,Verified,2021-01,Current,n,credit_card,10.18,0,2000-05,1,7,20,15206.86,15206.86,8231.3,8231.3,6793.14,1438.16,0.0,0.0,0.0,2022-01,713.81,2022-01,0.0,1,INDIVIDUAL
38645597,41429398,24000,24000.0,24000.0,60 months,12.39,538.61,C,C1,7 years,MORTGAGE,128000.0,Verified,2021-01,Current,n,credit_card,18.38,0,1986-07,2,9,28,20305.13,20305.13,6446.8,6446.8,3694.87,2751.93,0.0,0.0,0.0,2022-01,538.61,2022-01,0.0,1,INDIVIDUAL
38645585,41429386,21000,21000.0,21000.0,60 months,15.99,510.57,D,D2,10+ years,MORTGAGE,50000.0,Verified,2021-01,Current,n,credit_card,32.65,0,2006-08,0,12,18,18018.84,18018.84,6108.18,6108.18,2981.16,3127.02,0.0,0.0,0.0,2022-01,510.57,2022-01,0.0,1,INDIVIDUAL
38645582,41429383,5000,5000.0,5000.0,36 months,8.19,157.13,A,A5,3 years,RENT,43000.0,Verified,2021-01,Current,n,credit_card,15.24,0,2004-11,1,10,31,3467.25,3467.25,1892.36,1892.36,1532.75,359.61,0.0,0.0,0.0,2022-01,157.13,2022-01,0.0,1,INDIVIDUAL
38645501,41429298,15000,15000.0,15000.0,36 months,6.03,456.54,A,A1,< 1 year,MORTGAGE,62000.0,Not Verified,2021-01,Current,n,debt_consolidation,12.0,0,2001-09,0,9,27,10297.47,10297.47,5473.46,5473.46,4702.53,770.93,0.0,0.0,0.0,2022-01,456.54,2022-01,0.0,1,INDIVIDUAL
38645496,41429293,12000,12000.0,11975.0,60 months,17.86,303.81,D,D5,< 1 year,OWN,30000.0,Verified,2021-01,Current,n,debt_consolidation,8.52,0,2004-02,0,14,21,10368.18,10346.57,3633.81,3626.24,1631.82,2001.99,0.0,0.0,0.0,2022-01,303.81,2022-01,0.0,1,INDIVIDUAL
38645483,41429280,24000,24000.0,23750.0,36 months,16.800259378216325,589.91,D,D3,4 years,RENT,60000.0,Verified,2021-01,Current,n,debt_consolidation,19.98,0,2000-02,1,7,34,20933.87,20715.81,6467.02,6399.66,3066.13,3400.89,0.0,0.0,0.0,2022-01,589.91,2022-01,0.0,1,INDIVIDUAL
38645466,41429262,24000,24000.0,24000.0,36 months,8.67,759.52,B,B1,< 1 year,RENT,75000.0,Verified,2021-01,Current,n,credit_card,9.7,0,1989-02,0,9,20,16680.23,16680.23,9102.68,9102.68,7319.77,1782.91,0.0,0.0,0.0,2022-01,759.52,2022-01,0.0,1,INDIVIDUAL
38645432,41429228,13000,13000.0,13000.0,60 months,19.24,338.95,E,E2,5 years,MORTGAGE,42000.0,Verified,2021-01,Current,n,debt_consolidation,29.34,0,2008-06,1,9,10,11288.03,11288.03,4053.5,4053.5,1711.97,2341.53,0.0,0.0,0.0,2022-01,338.95,2022-01,0.0,1,INDIVIDUAL
38645294,41429089,12000,12000.0,11900.0,36 months,8.67,379.76,B,B1,10+ years,RENT,40000.0,Verified,2021-01,Current,n,credit_card,19.32,0,2000-07,0,9,11,8340.11,8270.61,4545.56,4507.68,3659.89,885.67,0.0,0.0,0.0,2022-01,379.76,2022-01,0.0,1,INDIVIDUAL
38645282,41429077,2200,2200.0,2200.0,36 months,18.54,80.14,E,E1,10+ years,MORTGAGE,20000.0,Verified,2021-01,Current,n,credit_card,15.19,0,2008-09,1,5,8,1651.26,1651.26,879.27,879.27,548.74,330.53,0.0,0.0,0.0,2022-01,80.14,2022-01,0.0,1,INDIVIDUAL
38645280,41429075,22475,22475.0,22475.0,60 months,25.8,670.26,G,G1,4 years,MORTGAGE,45000.0,Verified,2021-01,Current,n,debt_consolidation,27.49,0,1999-10,0,11,20,19945.04,19945.04,7978.69,7978.69,2529.96,5448.73,0.0,0.0,0.0,2022-01,670.26,2022-01,0.0,1,INDIVIDUAL
38645248,41429043,15000,15000.0,15000.0,36 months,18.54,385.33,E,E1,< 1 year,RENT,50000.0,Verified,2021-01,Current,n,credit_card,19.73,0,1997-02,0,9,18,12992.08,12992.08,4608.51,4608.51,2007.92,2600.59,0.0,0.0,0.0,2022-01,385.33,2022-01,0.0,1,INDIVIDUAL
38645220,41429014,26350,26350.0,26350.0,36 months,15.99,926.26,D,D2,< 1 year,RENT,75000.0,Verified,2021-01,Current,n,debt_consolidation,24.5,0,2001-03,1,19,28,19081.79,19081.79,10621.63,10621.63,7268.21,3353.42,0.0,0.0,0.0,2022-01,940.0,2022-01,0.0,1,INDIVIDUAL
38645216,41429009,4000,4000.0,4000.0,36 months,10.49,130.0,B,B3,1 year,RENT,26500.0,Not Verified,2021-01,Current,n,debt_consolidation,6.16,0,2002-09,0,8,19,2803.14,2803.14,1557.67,1557.67,1196.86,360.81,0.0,0.0,0.0,2022-01,130.0,2022-01,0.0,1,INDIVIDUAL
38645203,41428996,20000,20000.0,20000.0,36 months,8.67,632.93,B,B1,1 year,MORTGAGE,91980.0,Verified,2021-01,Current,n,credit_card,15.42,0,1999-10,0,14,27,13900.23,13900.23,7585.53,7585.53,6099.77,1485.76,0.0,0.0,0.0,2022-01,632.93,2022-01,0.0,1,INDIVIDUAL
38645124,41428916,20400,20400.0,20400.0,36 months,11.44,672.13,B,B4,7 years,RENT,48900.0,Verified,2021-01,Current,n,credit_card,26.48,0,1998-05,1,17,25,14357.9,14357.9,8039.63,8039.63,6042.1,1997.53,0.0,0.0,0.0,2022-01,672.13,2022-01,0.0,1,INDIVIDUAL
38645117,41428908,8800,8800.0,8800.0,36 months,6.03,267.84,A,A1,10+ years,OWN,40445.0,Verified,2021-01,Current,n,debt_consolidation,19.64,0,1981-06,1,17,33,6041.14,6041.14,3208.18,3208.18,2758.86,449.32,0.0,0.0,0.0,2022-01,267.84,2022-01,0.0,1,INDIVIDUAL
38645110,41428901,3000,3000.0,3000.0,36 months,25.89,120.7,G,G3,10+ years,OWN,10000.0,Verified,2021-01,Current,n,other,18.01,0,2007-08,3,16,17,2242.57,2242.57,1439.77,1439.77,757.43,682.34,0.0,0.0,0.0,2022-01,120.7,2022-01,0.0,1,INDIVIDUAL
38645088,41428878,23500,23500.0,23500.0,36 months,8.67,743.69,B,B1,< 1 year,MORTGAGE,145000.0,Verified,2021-01,Current,n,debt_consolidation,24.68,0,1996-09,2,9,45,16332.81,16332.81,8901.64,8901.64,7167.19,1734.45,0.0,0.0,0.0,2022-01,743.69,2022-01,0.0,1,INDIVIDUAL
38645079,41428869,25000,25189.42683422778,25000.0,36 months,8.19,785.61,A,A5,2 years,MORTGAGE,75000.0,Verified,2021-01,Current,n,credit_card,15.65,2,1990-10,0,12,31,17336.76,17336.76,9428.22,9428.22,7663.24,1764.98,0.0,0.0,0.0,2022-01,797.89,2022-01,0.0,1,INDIVIDUAL
38645067,41428856,12000,12000.0,12000.0,60 months,11.44,263.55,B,B4,3 years,OWN,55000.0,Verified,2021-01,Current,n,debt_consolidation,5.39,0,1998-10,0,10,31,10113.31,10113.31,3147.35,3147.35,1886.69,1260.66,0.0,0.0,0.0,2022-01,263.55,2022-01,0.0,1,INDIVIDUAL
38644933,41428712,12275,12275.0,12275.0,36 months,9.49,393.15,B,B2,9 years,OWN,80000.0,Not Verified,2021-01,Current,n,other,20.15,0,2005-06,2,28,36,8563.41,8563.41,4704.86,4704.86,3711.59,993.27,0.0,0.0,0.0,2022-01,393.15,2022-01,0.0,1,INDIVIDUAL
38644867,41428644,7000,7000.0,7000.0,36 months,12.99,235.83,C,C2,2 years,RENT,70000.0,Verified,2021-01,Charged Off,n,debt_consolidation,13.12,1,2009-05,2,9,19,0.0,0.0,1654.14,1654.14,321.84,139.72,0.0,1192.58,214.664399998,2021-03,235.83,2021-08,0.0,1,INDIVIDUAL
38644827,41428599,17225,17225.0,17225.0,60 months,13.66,397.77,C,C3,10+ years,OWN,45000.0,Not Verified,2021-01,Current,n,debt_consolidation,34.03,0,1994-09,0,14,41,14647.26,14647.26,4760.17,4760.17,2577.74,2182.43,0.0,0.0,0.0,2022-01,397.77,2022-01,0.0,1,INDIVIDUAL
38644794,41428564,8000,8000.0,8000.0,36 months,11.44,263.58,B,B4,4 years,MORTGAGE,32000.0,Not Verified,2021-01,Current,n,debt_consolidation,12.3,0,2008-12,2,11,17,5630.56,5630.56,3157.88,3157.88,2369.44,788.44,0.0,0.0,0.0,2022-01,263.58,2022-01,0.0,1,INDIVIDUAL
38644785,41428555,12000,12000.0,12000.0,36 months,11.44,395.37,B,B4,3 years,MORTGAGE,76000.0,Verified,2021-01,Current,n,debt_consolidation,19.45,1,1985-09,0,6,17,8445.83,8445.83,4736.81,4736.81,3554.17,1182.64,0.0,0.0,0.0,2022-01,395.37,2022-01,0.0,1,INDIVIDUAL
38644769,41428538,17950,17950.0,17950.0,60 months,14.31,420.56,C,C4,8 years,RENT,36000.0,Verified,2021-01,Current,n,debt_consolidation,24.15,0,2002-03,0,18,51,15302.76,15302.76,5018.18,5018.18,2647.24,2370.94,0.0,0.0,0.0,2022-01,420.56,2022-01,0.0,1,INDIVIDUAL
38644745,41428512,15600,15600.0,15600.0,36 months,8.19,490.22,A,A5,< 1 year,RENT,115000.0,Verified,2021-01,Current,n,debt_consolidation,7.11,0,2009-10,1,11,22,8813.14,8813.14,7875.54,7875.54,6786.86,1088.68,0.0,0.0,0.0,2022-01,490.22,2022-01,0.0,1,INDIVIDUAL
38644703,41428466,20000,20000.0,20000.0,36 months,14.31,686.57,C,C4,10+ years,RENT,72000.0,Verified,2021-01,Current,n,debt_consolidation,24.78,1,2000-09,0,9,31,14256.11,14256.11,8222.94,8222.94,5743.89,2479.05,0.0,0.0,0.0,2022-01,686.57,2022-01,0.0,1,INDIVIDUAL
38644620,41428375,8050,8050.0,8050.0,36 months,13.66,273.81,C,C3,10+ years,RENT,77000.0,Verified,2021-01,Fully Paid,n,car,36.63,0,1994-07,0,13,26,0.0,0.0,8080.55,8080.55,8050.0,30.55,0.0,0.0,0.0,2021-01,8092.77,2022-01,0.0,1,INDIVIDUAL
38644604,41428358,26000,26000.0,26000.0,36 months,24.99,1033.62,F,F4,9 years,RENT,65000.0,Verified,2021-01,Current,n,other,31.55,0,2000-09,0,14,53,19368.26,19368.26,12367.34,12367.34,6631.74,5735.6,0.0,0.0,0.0,2022-01,1033.62,2022-01,0.0,1,INDIVIDUAL
38644598,41428352,7000,7000.0,7000.0,36 months,15.59,244.69,D,D1,1 year,RENT,37500.0,Verified,2021-01,Current,n,credit_card,30.5,0,2002-12,0,9,13,5017.31,5017.31,2924.15,2924.15,1982.69,941.46,0.0,0.0,0.0,2022-01,244.69,2022-01,0.0,1,INDIVIDUAL
38644588,41428340,18000,18000.0,18000.0,60 months,20.018749403398267,476.79,E,E3,10+ years,RENT,97000.0,Verified,2021-01,Current,n,debt_consolidation,7.35,2,2004-08,3,27,40,15670.97,15670.97,5681.5,5681.5,2329.03,3352.47,0.0,0.0,0.0,2022-01,476.79,2022-01,0.0,1,INDIVIDUAL
38644550,41428300,8000,8000.0,8000.0,36 months,10.880463292182784,259.99,B,B3,10+ years,RENT,120000.0,Not Verified,2021-01,Current,n,debt_consolidation,39.86,0,1990-10,0,18,30,5606.41,5606.41,3110.56,3110.56,2393.59,716.97,0.0,0.0,0.0,2022-01,259.99,2021-06,0.0,1,INDIVIDUAL
38644536,41428285,3500,3500.0,3500.0,36 months,11.99,116.24,B,B5,10+ years,MORTGAGE,115000.0,Verified,2021-01,Current,n,home_improvement,26.21,0,1986-03,1,14,44,2469.35,2469.35,1395.96,1395.96,1030.65,365.31,0.0,0.0,0.0,2022-01,119.65,2022-01,0.0,1,INDIVIDUAL
38644512,41428259,9600,9600.0,9600.0,36 months,8.308802413140775,298.58,A,A4,7 years,MORTGAGE,70000.0,Not Verified,2021-01,Current,n,debt_consolidation,8.91,1,2002-02,0,5,13,6635.69,6635.69,3578.97,3578.97,2964.31,614.66,0.0,0.0,0.0,2022-01,298.58,2022-01,0.0,1,INDIVIDUAL
38644505,41428250,20000,20000.0,20000.0,36 months,15.99,703.05,D,D2,10+ years,OWN,60000.0,Verified,2021-01,Current,n,debt_consolidation,35.98,1,1992-10,1,13,26,14359.9,14359.9,8401.07,8401.07,5640.1,2760.97,0.0,0.0,0.0,2022-01,703.05,2022-01,0.0,1,INDIVIDUAL
38644459,41428200,7200,7200.0,7200.0,36 months,15.99,253.1,D,D2,4 years,RENT,48000.0,Verified,2021-01,Current,n,other,25.95,0,2005-07,1,5,11,5169.54,5169.54,3024.41,3024.41,2030.46,993.95,0.0,0.0,0.0,2022-01,253.1,2022-01,0.0,1,INDIVIDUAL
38644371,41428103,8000,8000.0,8000.0,36 months,10.49,259.99,B,B3,2 years,OWN,31000.0,Verified,2021-01,Current,n,debt_consolidation,34.84,0,1982-09,0,10,20,5606.41,5606.41,3110.56,3110.56,2393.59,716.97,0.0,0.0,0.0,2022-01,259.99,2022-01,0.0,1,INDIVIDUAL
38644289,41428015,8000,8000.0,8000.0,36 months,9.49,256.23,B,B2,10+ years,OWN,52300.0,Not Verified,2021-01,Fully Paid,n,debt_consolidation,22.85,0,1994-04,1,15,50,0.0,0.0,8619.86,8619.86,8000.0,619.86,0.0,0.0,0.0,2021-12,6066.0,2021-12,0.0,1,INDIVIDUAL
38644265,41427990,20000,20000.0,20000.0,36 months,15.59,699.1,D,D1,1 year,RENT,83200.0,Verified,2021-01,Fully Paid,n,debt_consolidation,20.51,0,1999-05,2,11,39,0.0,0.0,22035.52,22035.52,20000.0,2035.52,0.0,0.0,0.0,2021-09,17176.46,2022-01,0.0,1,INDIVIDUAL
38644224,41427942,14400,14400.0,14375.0,60 months,17.14,358.97,D,D4,5 years,RENT,36800.0,Verified,2021-01,Current,n,debt_consolidation,29.71,0,1994-07,0,10,16,12408.91,12387.36,4293.93,4286.48,1991.09,2302.84,0.0,0.0,0.0,2022-01,358.97,2022-01,0.0,1,INDIVIDUAL
38644210,41427927,8000,8066.511610649602,8000.0,36 months,9.49,256.23,B,B2,6 years,MORTGAGE,84000.0,Not Verified,2021-01,Current,n,debt_consolidation,9.57,0,2001-03,0,7,13,5581.02,5581.02,3066.32,3066.32,2418.98,647.34,0.0,0.0,0.0,2022-01,256.23,2022-01,0.0,1,INDIVIDUAL
38644180,41427896,14000,14022.152290969321,14000.0,36 months,7.49,435.43,A,A4,< 1 year,RENT,140000.0,Verified,2021-01,Charged Off,n,debt_consolidation,16.6,9,1989-08,0,10,28,0.0,0.0,1294.64,1294.64,1056.35,238.29,0.0,0.0,0.0,2021-04,435.43,2022-01,0.0,1,INDIVIDUAL
38644149,41427864,10800,10800.0,10800.0,60 months,14.31,253.04,C,C4,3 years,MORTGAGE,46800.0,Not Verified,2021-01,Current,n,home_improvement,3.0,0,1998-04,0,6,22,9207.22,9207.22,3026.96,3026.96,1592.78,1434.18,0.0,0.0,0.0,2022-01,253.04,2022-01,0.0,1,INDIVIDUAL
38644147,41427862,15600,15600.0,15600.0,36 months,14.99,540.71,C,C5,7 years,RENT,102000.0,Verified,2021-01,Late (31-120 days),n,debt_consolidation,25.91,0,1991-07,3,17,39,11940.58,11940.58,5394.11,5394.11,3659.42,1734.69,0.0,0.0,0.0,2021-11,540.71,2022-01,0.0,1,INDIVIDUAL
38636262,41420068,18000,18000.0,18000.0,60 months,14.31,421.73,C,C4,5 years,RENT,84000.0,Verified,2021-01,Current,n,debt_consolidation,16.83,0,1997-10,0,7,18,15581.32,15581.32,4624.72,4624.72,2418.68,2206.04,0.0,0.0,0.0,2021-12,421.73,2022-01,0.0,1,INDIVIDUAL
38636223,41420029,17350,17350.0,17350.0,36 months,16.49,614.19,D,D3,5 years,OWN,75000.0,Verified,2021-01,Current,n,debt_consolidation,9.14,3,2006-07,0,8,18,12483.82,12483.82,7354.39,7354.39,4866.18,2488.21,0.0,0.0,0.0,2022-01,614.19,2022-01,0.0,1,INDIVIDUAL
38636151,41419956,13000,13000.0,13000.0,36 months,12.39,434.22,C,C1,4 years,MORTGAGE,78000.0,Verified,2021-01,Fully Paid,n,credit_card,9.21,0,2006-12,2,8,11,0.0,0.0,13745.35,13745.35,13000.0,745.35,0.0,0.0,0.0,2021-06,12017.42,2021-07,0.0,1,INDIVIDUAL
38636143,41419948,6000,6000.0,6000.0,36 months,8.67,189.88,B,B1,7 years,OWN,111500.0,Not Verified,2021-01,Fully Paid,n,car,5.53,0,2000-02,0,8,24,0.0,0.0,6282.83,6282.83,6000.0,282.83,0.0,0.0,0.0,2021-08,5146.44,2021-08,0.0,1,INDIVIDUAL
38636095,41419900,21000,21000.0,21000.0,60 months,12.39,471.29,C,C1,10+ years,MORTGAGE,92000.0,Verified,2021-01,Current,n,credit_card,39.3,0,1994-09,0,10,34,17766.91,17766.91,5641.02,5641.02,3233.09,2407.93,0.0,0.0,0.0,2021-12,471.29,2022-01,0.0,1,INDIVIDUAL
38636088,41419893,18000,18000.0,18000.0,60 months,12.39,403.96,C,C1,10+ years,MORTGAGE,75000.0,Not Verified,2021-01,Current,n,debt_consolidation,5.57,1,1998-05,0,7,24,15228.81,15228.81,4835.13,4835.13,2771.19,2063.94,0.0,0.0,0.0,2022-01,403.96,2022-01,1.0,1,INDIVIDUAL
38636045,41419850,22850,22850.0,22850.0,36 months,12.99,519.8,C,C2,2 years,RENT,52000.0,Verified,2021-01,Current,n,debt_consolidation,23.12,0,1994-05,0,21,31,19378.77,19378.77,6221.11,6221.11,3471.23,2749.88,0.0,0.0,0.0,2022-01,519.8,2022-01,0.0,1,INDIVIDUAL
38636029,41419833,16000,16000.0,16000.0,36 months,8.67,506.35,B,B1,2 years,RENT,74832.0,Not Verified,2021-01,Current,n,credit_card,10.58,0,2003-03,1,12,29,11543.07,11543.07,5573.66,5573.66,4456.93,1116.73,0.0,0.0,0.0,2021-12,517.87,2022-01,0.0,1,INDIVIDUAL
38635990,41419794,35000,34582.66806985135,35000.0,36 months,14.31,820.03,C,C4,10+ years,MORTGAGE,140000.0,Verified,2021-01,Charged Off,n,debt_consolidation,15.55,0,2002-05,0,12,22,0.0,0.0,4113.33,4113.33,2061.87,2010.46,41.0,0.0,0.0,2021-07,861.03,2021-12,0.0,1,INDIVIDUAL
38635964,41419768,15500,15500.0,15500.0,36 months,7.9162465486676785,478.53,A,A3,3 years,RENT,40000.0,Not Verified,2021-01,Current,n,debt_consolidation,19.71,0,2002-05,0,22,36,10688.89,10688.89,5736.34,5736.34,4811.11,925.23,0.0,0.0,0.0,2022-01,478.53,2022-01,0.0,1,INDIVIDUAL
38635883,41419686,10000,10000.0,10000.0,36 months,12.39,334.01,C,C1,10+ years,MORTGAGE,25411.44,Verified,2021-01,Current,n,credit_card,21.11,0,2003-07,0,6,11,7068.09,7068.09,4001.24,4001.24,2931.91,1069.33,0.0,0.0,0.0,2022-01,334.01,2022-01,0.0,1,INDIVIDUAL
38635882,41419685,24000,24000.0,24000.0,36 months,6.03,730.46,A,A1,10+ years,MORTGAGE,110000.0,Verified,2021-01,Current,n,debt_consolidation,12.54,0,2001-10,0,10,32,16475.99,16475.99,8749.44,8749.44,7524.01,1225.43,0.0,0.0,0.0,2021-12,730.46,2022-01,0.0,1,INDIVIDUAL
38635881,41419684,3200,3200.0,3200.0,36 months,16.49,113.28,D,D3,10+ years,RENT,49500.0,Verified,2021-01,Current,n,debt_consolidation,9.26,5,1989-04,2,11,24,2304.27,2304.27,1344.85,1344.85,895.73,449.12,0.0,0.0,0.0,2022-01,113.28,2022-01,0.0,1,INDIVIDUAL
38635848,41419651,28000,28000.0,28000.0,60 months,14.31,656.02,C,C4,10+ years,RENT,98000.0,Verified,2021-01,Current,n,debt_consolidation,15.45,1,1990-11,1,15,28,23870.68,23870.68,7849.98,7849.98,4129.32,3720.66,0.0,0.0,0.0,2022-01,656.02,2022-01,0.0,1,INDIVIDUAL
38635817,41419619,8000,8000.0,8000.0,36 months,7.49,248.82,A,A4,7 years,MORTGAGE,90000.0,Not Verified,2021-01,Current,n,debt_consolidation,27.69,0,2003-10,0,13,37,5529.7,5529.7,2982.51,2982.51,2470.3,512.21,0.0,0.0,0.0,2022-01,248.82,2022-01,0.0,1,INDIVIDUAL
38635752,41419550,7000,7000.0,7000.0,36 months,8.19,219.97,A,A5,10+ years,RENT,75000.0,Verified,2021-01,Current,n,credit_card,10.91,0,1972-02,3,11,45,4854.3,4854.3,2636.46,2636.46,2145.7,490.76,0.0,0.0,0.0,2022-01,219.97,2022-01,0.0,1,INDIVIDUAL
38635662,41419458,6000,6000.0,6000.0,36 months,12.99,202.14,C,C2,2 years,OWN,33800.0,Not Verified,2021-01,Current,n,debt_consolidation,28.13,5,2004-12,1,16,22,4252.08,4252.08,2421.35,2421.35,1747.92,673.43,0.0,0.0,0.0,2022-01,202.14,2022-01,0.0,1,INDIVIDUAL
38635655,41419451,9600,9600.0,9600.0,36 months,11.99,318.82,B,B5,< 1 year,RENT,55000.0,Not Verified,2021-01,Current,n,debt_consolidation,31.81,2,1999-07,1,14,33,6773.2,6773.2,3831.03,3831.03,2826.8,1004.23,0.0,0.0,0.0,2022-01,318.82,2022-01,0.0,1,INDIVIDUAL
38635616,41419412,10000,10000.0,10000.0,36 months,13.447865076838024,336.9,C,C2,1 year,OWN,23000.0,Verified,2021-01,Current,n,debt_consolidation,33.98,0,2006-07,0,12,27,7086.8,7086.8,4035.58,4035.58,2913.2,1122.38,0.0,0.0,0.0,2022-01,336.9,2022-01,0.0,1,INDIVIDUAL
38635590,41419386,18200,18200.0,18200.0,36 months,6.03,553.93,A,A1,5 years,OWN,145000.0,Verified,2021-01,Fully Paid,n,credit_card,3.54,0,1990-08,1,6,15,0.0,0.0,18452.61,18452.61,18200.0,252.61,0.0,0.0,0.0,2021-03,17904.78,2021-03,0.0,1,INDIVIDUAL
38635586,41419382,5000,5000.0,5000.0,36 months,16.49,177.0,D,D3,4 years,RENT,45000.0,Not Verified,2021-01,Current,n,credit_card,6.59,0,2011-09,2,9,9,3597.64,3597.64,2119.42,2119.42,1402.36,717.06,0.0,0.0,0.0,2022-01,177.0,2022-01,0.0,1,INDIVIDUAL
38635567,41419362,1000,1000.0,1000.0,36 months,14.31,34.33,C,C4,9 years,MORTGAGE,36000.0,Verified,2021-01,Current,n,other,19.73,0,2006-06,0,13,15,712.79,712.79,410.37,410.37,287.21,123.16,0.0,0.0,0.0,2022-01,34.33,2022-01,0.0,1,INDIVIDUAL
38635558,41419353,24450,24450.0,24350.0,36 months,10.49,794.57,B,B3,8 years,MORTGAGE,75000.0,Verified,2021-01,Fully Paid,n,debt_consolidation,24.27,1,1998-06,1,18,38,0.0,0.0,26680.45,26571.33,24450.0,2230.45,0.0,0.0,0.0,2022-01,17954.43,2022-01,0.0,1,INDIVIDUAL
38635522,41419316,15000,15000.0,14900.0,36 months,11.44,494.22,B,B4,1 year,MORTGAGE,85000.0,Not Verified,2021-01,Current,n,debt_consolidation,14.42,2,2004-06,0,7,18,10557.2,10486.82,5911.57,5872.16,4442.8,1468.77,0.0,0.0,0.0,2022-01,494.22,2022-01,0.0,1,INDIVIDUAL
